0 X(value) Y(value) Z(value) 
9.6648 -0.726948 3.68091 5.38072 
9.66974 -0.726948 3.68091 5.37875 
9.67474 -0.726948 3.68091 5.37587 
9.67974 -0.726948 3.68091 5.37392 
9.68473 -0.726948 3.68091 5.37104 
9.68974 -0.726948 3.68091 5.36909 
9.69473 -0.726948 3.68091 5.36621 
9.69972 -0.726948 3.68091 5.36427 
9.70472 -0.726948 3.68091 5.3614 
9.70972 -0.726948 3.68091 5.35945 
9.71474 -0.726948 3.68091 5.3566 
9.71974 -0.726948 3.68091 5.35466 
9.72474 -0.726948 3.68091 5.35182 
9.72974 -0.726948 3.68091 5.34988 
9.73476 -0.726948 3.68091 5.34706 
9.73976 -0.726948 3.68091 5.34514 
9.74476 -0.726948 3.68091 5.34231 
9.74974 -0.726948 3.68091 5.34037 
9.75478 -0.726948 3.68091 5.33756 
9.75974 -0.726948 3.68091 5.33564 
9.76479 -0.726948 3.68091 5.33284 
9.76974 -0.726948 3.68091 5.33093 
9.77475 -0.726948 3.68091 5.32814 
9.77974 -0.726948 3.68091 5.32625 
9.7848 -0.726948 3.68091 5.32345 
9.78975 -0.726948 3.68091 5.32155 
9.79479 -0.726948 3.68091 5.31878 
9.79974 -0.726948 3.68091 5.3169 
9.80475 -0.726948 3.68091 5.31413 
9.80974 -0.726948 3.68091 5.31226 
9.81473 -0.726948 3.68091 5.3095 
9.81974 -0.726948 3.68091 5.30764 
9.82474 -0.726948 3.68091 5.30489 
9.82974 -0.726948 3.68091 5.30302 
9.83474 -0.726948 3.68091 5.30028 
9.83974 -0.726948 3.68091 5.29845 
9.84474 -0.726948 3.68091 5.29572 
9.84974 -0.726948 3.68091 5.29388 
9.85475 -0.726948 3.68091 5.29117 
9.85976 -0.726948 3.68091 5.28934 
9.86472 -0.726948 3.68091 5.28663 
9.86972 -0.726948 3.68091 5.28479 
9.87473 -0.726948 3.68091 5.28212 
9.87974 -0.726948 3.68091 5.28031 
9.88478 -0.726948 3.68091 5.27763 
9.88974 -0.726948 3.68091 5.27582 
9.89479 -0.726948 3.68091 5.27316 
9.89974 -0.726948 3.68091 5.27136 
9.9048 -0.726948 3.68091 5.26872 
9.90974 -0.726948 3.68091 5.26692 
9.9148 -0.726948 3.68091 5.2643 
9.91974 -0.726948 3.68091 5.26251 
9.92474 -0.726948 3.68091 5.2599 
9.92974 -0.726948 3.68091 5.25812 
9.93474 -0.726948 3.68091 5.25552 
9.93974 -0.726948 3.68091 5.25376 
9.9448 -0.726948 3.68091 5.25117 
9.94974 -0.726948 3.68091 5.24942 
9.95473 -0.726948 3.68091 5.24685 
9.95974 -0.726948 3.68091 5.2451 
9.96479 -0.726948 3.68091 5.24255 
9.96974 -0.726948 3.68091 5.24082 
9.97479 -0.726948 3.68091 5.23828 
9.97975 -0.726948 3.68091 5.23657 
9.98475 -0.726948 3.68091 5.23404 
9.98975 -0.726948 3.68091 5.23233 
9.99475 -0.726948 3.68091 5.22981 
9.99975 -0.726948 3.68091 5.22813 
10.0047 -0.726948 3.68091 5.22562 
10.0097 -0.726948 3.68091 5.22393 
10.0147 -0.726948 3.68091 5.22145 
10.0198 -0.726948 3.68091 5.21978 
10.0247 -0.726948 3.68091 5.21732 
10.0297 -0.726948 3.68091 5.21564 
10.0348 -0.726948 3.68091 5.21321 
10.0397 -0.726948 3.68091 5.21154 
10.0448 -0.726948 3.68091 5.20913 
10.0497 -0.726948 3.68091 5.20748 
10.0548 -0.726948 3.68091 5.20507 
10.0598 -0.726948 3.68091 5.20345 
10.0648 -0.726948 3.68091 5.20105 
10.0697 -0.726948 3.68091 5.19944 
10.0747 -0.726948 3.68091 5.19706 
10.0797 -0.726948 3.68091 5.19544 
10.0847 -0.726948 3.68091 5.1931 
10.0897 -0.726948 3.68091 5.19149 
10.0948 -0.726948 3.68091 5.18916 
10.0997 -0.726948 3.68091 5.18757 
10.1047 -0.726948 3.68091 5.18526 
10.1097 -0.726948 3.68091 5.18368 
10.1147 -0.726948 3.68091 5.18139 
10.1197 -0.726948 3.68091 5.17984 
10.1247 -0.726948 3.68091 5.17756 
10.1297 -0.726948 3.68091 5.17602 
10.1348 -0.726948 3.68091 5.17375 
10.1397 -0.726948 3.68091 5.17221 
10.1448 -0.726948 3.68091 5.16998 
10.1498 -0.726948 3.68091 5.16845 
10.1548 -0.726948 3.68091 5.16624 
10.1597 -0.726948 3.68091 5.16473 
10.1648 -0.726948 3.68091 5.16253 
10.1697 -0.726948 3.68091 5.16105 
10.1748 -0.726948 3.68091 5.15886 
10.1798 -0.726948 3.68091 5.15738 
10.1848 -0.726948 3.68091 5.15522 
10.1897 -0.726948 3.68091 5.15375 
10.1948 -0.726948 3.68091 5.15162 
10.1997 -0.726948 3.68091 5.15016 
10.2048 -0.726948 3.68091 5.14805 
10.2098 -0.726948 3.68091 5.14661 
10.2147 -0.726948 3.68091 5.14451 
10.2198 -0.726948 3.68091 5.1431 
10.2247 -0.726948 3.68091 5.14101 
10.2297 -0.726948 3.68091 5.13962 
10.2347 -0.726948 3.68091 5.13755 
10.2398 -0.726948 3.68091 5.13617 
10.2447 -0.726948 3.68091 5.13413 
10.2498 -0.726948 3.68091 5.13276 
10.2547 -0.726948 3.68091 5.13074 
10.2598 -0.726948 3.68091 5.12939 
10.2647 -0.726948 3.68091 5.12739 
10.2697 -0.726948 3.68091 5.12605 
10.2747 -0.726948 3.68091 5.12407 
10.2797 -0.726948 3.68091 5.12274 
10.2847 -0.726948 3.68091 5.12079 
10.2897 -0.726948 3.68091 5.11947 
10.2947 -0.726948 3.68091 5.11755 
10.2997 -0.726948 3.68091 5.11624 
10.3047 -0.726948 3.68091 5.11435 
10.3097 -0.726948 3.68091 5.11306 
10.3147 -0.726948 3.68091 5.11119 
10.3197 -0.726948 3.68091 5.10991 
10.3248 -0.726948 3.68091 5.10807 
10.3297 -0.726948 3.68091 5.10681 
10.3348 -0.726948 3.68091 5.10498 
10.3397 -0.726948 3.68091 5.10374 
10.3448 -0.726948 3.68091 5.10194 
10.3497 -0.726948 3.68091 5.10071 
10.3547 -0.726948 3.68091 5.09893 
10.3597 -0.726948 3.68091 5.09772 
10.3648 -0.726948 3.68091 5.09596 
10.3697 -0.726948 3.68091 5.09477 
10.3748 -0.726948 3.68091 5.09304 
10.3797 -0.726948 3.68091 5.09186 
10.3848 -0.726948 3.68091 5.09015 
10.3898 -0.726948 3.68091 5.089 
10.3948 -0.726948 3.68091 5.08731 
10.3997 -0.726948 3.68091 5.08617 
10.4047 -0.726948 3.68091 5.08451 
10.4097 -0.726948 3.68091 5.08339 
10.4148 -0.726948 3.68091 5.08175 
10.4198 -0.726948 3.68091 5.08065 
10.4248 -0.726948 3.68091 5.07903 
10.4298 -0.726948 3.68091 5.07795 
10.4348 -0.726948 3.68091 5.07635 
10.4398 -0.726948 3.68091 5.07529 
10.4448 -0.726948 3.68091 5.07371 
10.4498 -0.726948 3.68091 5.07267 
10.4548 -0.726948 3.68091 5.07113 
10.4598 -0.726948 3.68091 5.07009 
10.4648 -0.726948 3.68091 5.06858 
10.4698 -0.726948 3.68091 5.06756 
10.4748 -0.726948 3.68091 5.06607 
10.4798 -0.726948 3.68091 5.06507 
10.4848 -0.726948 3.68091 5.06361 
10.4898 -0.726948 3.68091 5.06263 
10.4947 -0.726948 3.68091 5.06119 
10.4998 -0.726948 3.68091 5.06023 
10.5048 -0.726948 3.68091 5.05881 
10.5098 -0.726948 3.68091 5.05787 
10.5148 -0.726948 3.68091 5.05648 
10.5197 -0.726948 3.68091 5.05556 
10.5248 -0.726948 3.68091 5.0542 
10.5297 -0.726948 3.68091 5.05329 
10.5347 -0.726948 3.68091 5.05196 
10.5397 -0.726948 3.68091 5.05106 
10.5447 -0.726948 3.68091 5.04976 
10.5497 -0.726948 3.68091 5.04889 
10.5548 -0.726948 3.68091 5.04761 
10.5598 -0.726948 3.68091 5.04675 
10.5648 -0.726948 3.68091 5.0455 
10.5697 -0.726948 3.68091 5.04466 
10.5748 -0.726948 3.68091 5.04344 
10.5797 -0.726948 3.68091 5.04261 
10.5848 -0.726948 3.68091 5.04142 
10.5897 -0.726948 3.68091 5.04062 
10.5948 -0.726948 3.68091 5.03945 
10.5997 -0.726948 3.68091 5.03867 
10.6048 -0.726948 3.68091 5.03753 
10.6097 -0.726948 3.68091 5.03676 
10.6148 -0.726948 3.68091 5.03565 
10.6197 -0.726948 3.68091 5.0349 
10.6248 -0.726948 3.68091 5.03382 
10.6297 -0.726948 3.68091 5.0331 
10.6348 -0.726948 3.68091 5.03204 
10.6398 -0.726948 3.68091 5.03133 
10.6448 -0.726948 3.68091 5.0303 
10.6498 -0.726948 3.68091 5.02962 
10.6548 -0.726948 3.68091 5.02861 
10.6598 -0.726948 3.68091 5.02794 
10.6648 -0.726948 3.68091 5.02697 
10.6698 -0.726948 3.68091 5.02632 
10.6747 -0.726948 3.68091 5.02537 
10.6798 -0.726948 3.68091 5.02474 
10.6847 -0.726948 3.68091 5.02382 
10.6898 -0.726948 3.68091 5.02321 
10.6948 -0.726948 3.68091 5.02232 
10.6997 -0.726948 3.68091 5.02173 
10.7047 -0.726948 3.68091 5.02087 
10.7097 -0.726948 3.68091 5.02029 
10.7147 -0.726948 3.68091 5.01946 
10.7197 -0.726948 3.68091 5.0189 
10.7248 -0.726948 3.68091 5.0181 
10.7298 -0.726948 3.68091 5.01757 
10.7348 -0.726948 3.68091 5.01679 
10.7398 -0.726948 3.68091 5.01628 
10.7448 -0.726948 3.68091 5.01553 
10.7498 -0.726948 3.68091 5.01504 
10.7548 -0.726948 3.68091 5.01432 
10.7598 -0.726948 3.68091 5.01385 
10.7648 -0.726948 3.68091 5.01316 
10.7697 -0.726948 3.68091 5.0127 
10.7748 -0.726948 3.68091 5.01204 
10.7798 -0.726948 3.68091 5.01161 
10.7848 -0.726948 3.68091 5.01098 
10.7898 -0.726948 3.68091 5.01056 
10.7948 -0.726948 3.68091 5.00996 
10.7997 -0.726948 3.68091 5.00956 
10.8048 -0.726948 3.68091 5.00899 
10.8097 -0.726948 3.68091 5.00862 
10.8147 -0.726948 3.68091 5.00807 
10.8197 -0.726948 3.68091 5.00771 
10.8247 -0.726948 3.68091 5.0072 
10.8297 -0.726948 3.68091 5.00686 
10.8347 -0.726948 3.68091 5.00638 
10.8397 -0.726948 3.68091 5.00606 
10.8447 -0.726948 3.68091 5.00561 
10.8497 -0.726948 3.68091 5.00531 
10.8547 -0.726948 3.68091 5.00489 
10.8597 -0.726948 3.68091 5.00461 
10.8647 -0.726948 3.68091 5.00421 
10.8697 -0.726948 3.68091 5.00396 
10.8747 -0.726948 3.68091 5.00359 
10.8797 -0.726948 3.68091 5.00335 
10.8847 -0.726948 3.68091 5.00302 
10.8897 -0.726948 3.68091 5.0028 
10.8947 -0.726948 3.68091 5.00249 
10.8997 -0.726948 3.68091 5.0023 
10.9047 -0.726948 3.68091 5.00202 
10.9098 -0.726948 3.68091 5.00184 
10.9147 -0.726948 3.68091 5.0016 
10.9197 -0.726948 3.68091 5.00144 
10.9247 -0.726948 3.68091 5.00122 
10.9298 -0.726948 3.68091 5.00109 
10.9347 -0.726948 3.68091 5.0009 
10.9397 -0.726948 3.68091 5.00078 
10.9448 -0.726948 3.68091 5.00062 
10.9497 -0.726948 3.68091 5.00053 
10.9548 -0.726948 3.68091 5.0004 
10.9597 -0.726948 3.68091 5.00032 
10.9648 -0.726948 3.68091 5.00022 
10.9697 -0.726948 3.68091 5.00017 
10.9748 -0.726948 3.68091 5.0001 
10.9797 -0.726948 3.68091 5.00006 
10.9847 -0.726948 3.68091 5.00002 
10.9898 -0.726948 3.68091 5.00001 
10.9947 -0.726948 3.68091 5 
10.9997 -0.726948 3.68091 5 
11.0048 -0.726948 3.68091 5.00003 
11.0097 -0.726948 3.68091 5.00005 
11.0148 -0.726948 3.68091 5.0001 
11.0197 -0.726948 3.68091 5.00014 
11.0248 -0.726948 3.68091 5.00023 
11.0297 -0.726948 3.68091 5.00029 
11.0347 -0.726948 3.68091 5.0004 
11.0397 -0.726948 3.68091 5.00049 
11.0448 -0.726948 3.68091 5.00063 
11.0498 -0.726948 3.68091 5.00073 
11.0548 -0.726948 3.68091 5.0009 
11.0597 -0.726948 3.68091 5.00103 
11.0647 -0.726948 3.68091 5.00123 
11.0697 -0.726948 3.68091 5.00137 
11.0747 -0.726948 3.68091 5.0016 
11.0797 -0.726948 3.68091 5.00177 
11.0847 -0.726948 3.68091 5.00203 
11.0897 -0.726948 3.68091 5.00221 
11.0947 -0.726948 3.68091 5.0025 
11.0997 -0.726948 3.68091 5.00271 
11.1047 -0.726948 3.68091 5.00303 
11.1097 -0.726948 3.68091 5.00325 
11.1147 -0.726948 3.68091 5.0036 
11.1197 -0.726948 3.68091 5.00385 
11.1248 -0.726948 3.68091 5.00422 
11.1298 -0.726948 3.68091 5.00449 
11.1348 -0.726948 3.68091 5.0049 
11.1397 -0.726948 3.68091 5.00518 
11.1447 -0.726948 3.68091 5.00562 
11.1497 -0.726948 3.68091 5.00593 
11.1548 -0.726948 3.68091 5.00639 
11.1598 -0.726948 3.68091 5.00672 
11.1648 -0.726948 3.68091 5.00721 
11.1697 -0.726948 3.68091 5.00756 
11.1748 -0.726948 3.68091 5.00809 
11.1797 -0.726948 3.68091 5.00845 
11.1848 -0.726948 3.68091 5.00901 
11.1898 -0.726948 3.68091 5.00939 
11.1948 -0.726948 3.68091 5.00997 
11.1998 -0.726948 3.68091 5.01038 
11.2048 -0.726948 3.68091 5.01099 
11.2098 -0.726948 3.68091 5.01142 
11.2148 -0.726948 3.68091 5.01206 
11.2197 -0.726948 3.68091 5.01251 
11.2248 -0.726948 3.68091 5.01318 
11.2298 -0.726948 3.68091 5.01364 
11.2348 -0.726948 3.68091 5.01434 
11.2398 -0.726948 3.68091 5.01482 
11.2448 -0.726948 3.68091 5.01555 
11.2497 -0.726948 3.68091 5.01606 
11.2548 -0.726948 3.68091 5.01681 
11.2598 -0.726948 3.68091 5.01733 
11.2647 -0.726948 3.68091 5.01812 
11.2698 -0.726948 3.68091 5.01866 
11.2748 -0.726948 3.68091 5.01948 
11.2797 -0.726948 3.68091 5.02004 
11.2847 -0.726948 3.68091 5.02089 
11.2897 -0.726948 3.68091 5.02148 
11.2947 -0.726948 3.68091 5.02234 
11.2997 -0.726948 3.68091 5.02295 
11.3047 -0.726948 3.68091 5.02385 
11.3097 -0.726948 3.68091 5.02446 
11.3147 -0.726948 3.68091 5.0254 
11.3197 -0.726948 3.68091 5.02604 
11.3247 -0.726948 3.68091 5.027 
11.3297 -0.726948 3.68091 5.02765 
11.3347 -0.726948 3.68091 5.02864 
11.3397 -0.726948 3.68091 5.02932 
11.3447 -0.726948 3.68091 5.03033 
11.3497 -0.726948 3.68091 5.03103 
11.3547 -0.726948 3.68091 5.03207 
11.3597 -0.726948 3.68091 5.03279 
11.3647 -0.726948 3.68091 5.03385 
11.3697 -0.726948 3.68091 5.03459 
11.3747 -0.726948 3.68091 5.03568 
11.3797 -0.726948 3.68091 5.03644 
11.3847 -0.726948 3.68091 5.03756 
11.3897 -0.726948 3.68091 5.03834 
11.3948 -0.726948 3.68091 5.03949 
11.3997 -0.726948 3.68091 5.04028 
11.4047 -0.726948 3.68091 5.04146 
11.4097 -0.726948 3.68091 5.04227 
11.4147 -0.726948 3.68091 5.04347 
11.4197 -0.726948 3.68091 5.0443 
11.4247 -0.726948 3.68091 5.04553 
11.4298 -0.726948 3.68091 5.04637 
11.4348 -0.726948 3.68091 5.04764 
11.4398 -0.726948 3.68091 5.0485 
11.4448 -0.726948 3.68091 5.04979 
11.4498 -0.726948 3.68091 5.05067 
11.4548 -0.726948 3.68091 5.05199 
11.4598 -0.726948 3.68091 5.05289 
11.4648 -0.726948 3.68091 5.05423 
11.4697 -0.726948 3.68091 5.05515 
11.4748 -0.726948 3.68091 5.05652 
11.4798 -0.726948 3.68091 5.05745 
11.4848 -0.726948 3.68091 5.05885 
11.4897 -0.726948 3.68091 5.0598 
11.4948 -0.726948 3.68091 5.06123 
11.4998 -0.726948 3.68091 5.0622 
11.5048 -0.726948 3.68091 5.06365 
11.5097 -0.726948 3.68091 5.06463 
11.5148 -0.726948 3.68091 5.06611 
11.5198 -0.726948 3.68091 5.06711 
11.5248 -0.726948 3.68091 5.06862 
11.5297 -0.726948 3.68091 5.06964 
11.5347 -0.726948 3.68091 5.07117 
11.5397 -0.726948 3.68091 5.07221 
11.5447 -0.726948 3.68091 5.07376 
11.5497 -0.726948 3.68091 5.07482 
11.5547 -0.726948 3.68091 5.07639 
11.5597 -0.726948 3.68091 5.07748 
11.5648 -0.726948 3.68091 5.07907 
11.5697 -0.726948 3.68091 5.08017 
11.5748 -0.726948 3.68091 5.08179 
11.5797 -0.726948 3.68091 5.08291 
11.5848 -0.726948 3.68091 5.08455 
11.5898 -0.726948 3.68091 5.08568 
11.5948 -0.726948 3.68091 5.08736 
11.5997 -0.726948 3.68091 5.08851 
11.6048 -0.726948 3.68091 5.0902 
11.6097 -0.726948 3.68091 5.09137 
11.6148 -0.726948 3.68091 5.09308 
11.6197 -0.726948 3.68091 5.09427 
11.6248 -0.726948 3.68091 5.09601 
11.6297 -0.726948 3.68091 5.09721 
11.6348 -0.726948 3.68091 5.09898 
11.6397 -0.726948 3.68091 5.10019 
11.6447 -0.726948 3.68091 5.10198 
11.6497 -0.726948 3.68091 5.10321 
11.6547 -0.726948 3.68091 5.10503 
11.6598 -0.726948 3.68091 5.10627 
11.6647 -0.726948 3.68091 5.10811 
11.6697 -0.726948 3.68091 5.10938 
11.6747 -0.726948 3.68091 5.11124 
11.6798 -0.726948 3.68091 5.11252 
11.6848 -0.726948 3.68091 5.1144 
11.6897 -0.726948 3.68091 5.1157 
11.6948 -0.726948 3.68091 5.11761 
11.6997 -0.726948 3.68091 5.11892 
11.7048 -0.726948 3.68091 5.12085 
11.7097 -0.726948 3.68091 5.12216 
11.7148 -0.726948 3.68091 5.12412 
11.7197 -0.726948 3.68091 5.12547 
11.7248 -0.726948 3.68091 5.12744 
11.7297 -0.726948 3.68091 5.1288 
11.7348 -0.726948 3.68091 5.13079 
11.7397 -0.726948 3.68091 5.13216 
11.7448 -0.726948 3.68091 5.13418 
11.7497 -0.726948 3.68091 5.13556 
11.7548 -0.726948 3.68091 5.13761 
11.7597 -0.726948 3.68091 5.139 
11.7647 -0.726948 3.68091 5.14107 
11.7697 -0.726948 3.68091 5.14249 
11.7747 -0.726948 3.68091 5.14457 
11.7797 -0.726948 3.68091 5.146 
11.7847 -0.726948 3.68091 5.14811 
11.7898 -0.726948 3.68091 5.14955 
11.7948 -0.726948 3.68091 5.15168 
11.7997 -0.726948 3.68091 5.15314 
11.8048 -0.726948 3.68091 5.15528 
11.8097 -0.726948 3.68091 5.15675 
11.8148 -0.726948 3.68091 5.15892 
11.8197 -0.726948 3.68091 5.1604 
11.8248 -0.726948 3.68091 5.16259 
11.8297 -0.726948 3.68091 5.16409 
11.8348 -0.726948 3.68091 5.1663 
11.8398 -0.726948 3.68091 5.16781 
11.8448 -0.726948 3.68091 5.17004 
11.8497 -0.726948 3.68091 5.17157 
11.8548 -0.726948 3.68091 5.17381 
11.8598 -0.726948 3.68091 5.17534 
11.8648 -0.726948 3.68091 5.17762 
11.8698 -0.726948 3.68091 5.17915 
11.8747 -0.726948 3.68091 5.18146 
11.8798 -0.726948 3.68091 5.18303 
11.8847 -0.726948 3.68091 5.18533 
11.8897 -0.726948 3.68091 5.18691 
11.8948 -0.726948 3.68091 5.18923 
11.8997 -0.726948 3.68091 5.19081 
11.9047 -0.726948 3.68091 5.19316 
11.9097 -0.726948 3.68091 5.19476 
11.9147 -0.726948 3.68091 5.19712 
11.9197 -0.726948 3.68091 5.19874 
11.9247 -0.726948 3.68091 5.20112 
11.9297 -0.726948 3.68091 5.20275 
11.9347 -0.726948 3.68091 5.20514 
11.9397 -0.726948 3.68091 5.20678 
11.9447 -0.726948 3.68091 5.20919 
11.9497 -0.726948 3.68091 5.21085 
11.9548 -0.726948 3.68091 5.21327 
11.9597 -0.726948 3.68091 5.21494 
11.9648 -0.726948 3.68091 5.21739 
11.9697 -0.726948 3.68091 5.21906 
11.9748 -0.726948 3.68091 5.22152 
11.9797 -0.726948 3.68091 5.22321 
11.9848 -0.726948 3.68091 5.22569 
11.9898 -0.726948 3.68091 5.22738 
11.9948 -0.726948 3.68091 5.22988 
11.9998 -0.726948 3.68091 5.23158 
12.0047 -0.726948 3.68091 5.2341 
12.0097 -0.726948 3.68091 5.23583 
12.0147 -0.726948 3.68091 5.23835 
12.0197 -0.726948 3.68091 5.24009 
12.0247 -0.726948 3.68091 5.24262 
12.0297 -0.726948 3.68091 5.24434 
12.0348 -0.726948 3.68091 5.24693 
12.0397 -0.726948 3.68091 5.24865 
12.0447 -0.726948 3.68091 5.25125 
12.0497 -0.726948 3.68091 5.25302 
12.0547 -0.726948 3.68091 5.2556 
12.0597 -0.726948 3.68091 5.25738 
12.0647 -0.726948 3.68091 5.25998 
12.0697 -0.726948 3.68091 5.26176 
12.0747 -0.726948 3.68091 5.26437 
12.0797 -0.726948 3.68091 5.26615 
12.0847 -0.726948 3.68091 5.26879 
12.0898 -0.726948 3.68091 5.27058 
12.0948 -0.726948 3.68091 5.27324 
12.0997 -0.726948 3.68091 5.27505 
12.1048 -0.726948 3.68091 5.27771 
12.1097 -0.726948 3.68091 5.27953 
12.1148 -0.726948 3.68091 5.2822 
12.1198 -0.726948 3.68091 5.28403 
12.1248 -0.726948 3.68091 5.28671 
12.1297 -0.726948 3.68091 5.28855 
12.1348 -0.726948 3.68091 5.29124 
12.1397 -0.726948 3.68091 5.29307 
12.1448 -0.726948 3.68091 5.29579 
12.1497 -0.726948 3.68091 5.29764 
12.1547 -0.726948 3.68091 5.30037 
12.1597 -0.726948 3.68091 5.30222 
12.1648 -0.726948 3.68091 5.30497 
12.1698 -0.726948 3.68091 5.30682 
12.1748 -0.726948 3.68091 5.30958 
12.1797 -0.726948 3.68091 5.31144 
12.1847 -0.726948 3.68091 5.31421 
12.1898 -0.726948 3.68091 5.31608 
12.1948 -0.726948 3.68091 5.31885 
12.1997 -0.726948 3.68091 5.32075 
12.2047 -0.726948 3.68091 5.32353 
12.2097 -0.726948 3.68091 5.32543 
12.2147 -0.726948 3.68091 5.32822 
12.2197 -0.726948 3.68091 5.33012 
12.2248 -0.726948 3.68091 5.33292 
12.2297 -0.726948 3.68091 5.33484 
12.2348 -0.726948 3.68091 5.33764 
12.2397 -0.726948 3.68091 5.33955 
12.2448 -0.726948 3.68091 5.34238 
12.2498 -0.726948 3.68091 5.34431 
12.2548 -0.726948 3.68091 5.34713 
12.2597 -0.726948 3.68091 5.34907 
12.2647 -0.726948 3.68091 5.3519 
12.2697 -0.726948 3.68091 5.35383 
12.2747 -0.726948 3.68091 5.35669 
12.2797 -0.726948 3.68091 5.3586 
12.2847 -0.726948 3.68091 5.36148 
12.2898 -0.726948 3.68091 5.36343 
12.2947 -0.726948 3.68091 5.36629 
12.2997 -0.726948 3.68091 5.36825 
12.3047 -0.726948 3.68091 5.37111 
12.3097 -0.726948 3.68091 5.37307 
12.3148 -0.726948 3.68091 5.37595 
12.3197 -0.726948 3.68091 5.3779 
12.3247 -0.726948 3.68091 5.3808 
12.3297 -0.726948 3.68091 5.38278 
12.3347 -0.726948 3.68091 5.38567 
12.3397 -0.726948 3.68091 5.38764 
12.3447 -0.726948 3.68091 5.39054 
12.3497 -0.726948 3.68091 5.39252 
12.3548 -0.726948 3.68091 5.39542 
12.3597 -0.726948 3.68091 5.39741 
12.3648 -0.726948 3.68091 5.40032 
12.3697 -0.726948 3.68091 5.40231 
12.3748 -0.726948 3.68091 5.40521 
12.3797 -0.726948 3.68091 5.40722 
12.3848 -0.726948 3.68091 5.41014 
12.3897 -0.726948 3.68091 5.41213 
12.3948 -0.726948 3.68091 5.41506 
12.3997 -0.726948 3.68091 5.41705 
12.4048 -0.726948 3.68091 5.41998 
12.4098 -0.726948 3.68091 5.42197 
12.4147 -0.726948 3.68091 5.42492 
12.4197 -0.726948 3.68091 5.42692 
12.4247 -0.726948 3.68091 5.42987 
12.4297 -0.726948 3.68091 5.43189 
12.4348 -0.726948 3.68091 5.43483 
12.4397 -0.726948 3.68091 5.43684 
12.4447 -0.726948 3.68091 5.43979 
12.4497 -0.726948 3.68091 5.44179 
12.4548 -0.726948 3.68091 5.44476 
12.4598 -0.726948 3.68091 5.44678 
12.4648 -0.726948 3.68091 5.44973 
12.4697 -0.726948 3.68091 5.45175 
12.4748 -0.726948 3.68091 5.4547 
12.4797 -0.726948 3.68091 5.45673 
12.4848 -0.726948 3.68091 5.45969 
12.4898 -0.726948 3.68091 5.4617 
12.4948 -0.726948 3.68091 5.46467 
12.4998 -0.726948 3.68091 5.46668 
12.5048 -0.726948 3.68091 5.46966 
12.5097 -0.726948 3.68091 5.47167 
12.5148 -0.726948 3.68091 5.47465 
12.5197 -0.726948 3.68091 5.47666 
12.5248 -0.726948 3.68091 5.47965 
12.5297 -0.726948 3.68091 5.48166 
12.5348 -0.726948 3.68091 5.48464 
12.5398 -0.726948 3.68091 5.48664 
12.5448 -0.726948 3.68091 5.48964 
12.5497 -0.726948 3.68091 5.49165 
12.5547 -0.726948 3.68091 5.49465 
12.5597 -0.726948 3.68091 5.49667 
12.5647 -0.726948 3.68091 5.49964 
12.5697 -0.726948 3.68091 5.50167 
12.5748 -0.726948 3.68091 5.50464 
12.5797 -0.726948 3.68091 5.50667 
12.5848 -0.726948 3.68091 5.50964 
12.5897 -0.726948 3.68091 5.51167 
12.5948 -0.726948 3.68091 5.51464 
12.5997 -0.726948 3.68091 5.51667 
12.6048 -0.726948 3.68091 5.51964 
12.6097 -0.726948 3.68091 5.52167 
12.6148 -0.726948 3.68091 5.52463 
12.6198 -0.726948 3.68091 5.52666 
12.6248 -0.726948 3.68091 5.52962 
12.6298 -0.726948 3.68091 5.53163 
12.6347 -0.726948 3.68091 5.53462 
12.6397 -0.726948 3.68091 5.53664 
12.6447 -0.726948 3.68091 5.5396 
12.6497 -0.726948 3.68091 5.54163 
12.6547 -0.726948 3.68091 5.54458 
12.6597 -0.726948 3.68091 5.5466 
12.6648 -0.726948 3.68091 5.54956 
12.6697 -0.726948 3.68091 5.55158 
12.6748 -0.726948 3.68091 5.55453 
12.6797 -0.726948 3.68091 5.55655 
12.6848 -0.726948 3.68091 5.5595 
12.6897 -0.726948 3.68091 5.56152 
12.6948 -0.726948 3.68091 5.56446 
12.6997 -0.726948 3.68091 5.56648 
12.7047 -0.726948 3.68091 5.56942 
12.7097 -0.726948 3.68091 5.57143 
12.7148 -0.726948 3.68091 5.57437 
12.7197 -0.726948 3.68091 5.57634 
12.7248 -0.726948 3.68091 5.57931 
12.7297 -0.726948 3.68091 5.58131 
12.7348 -0.726948 3.68091 5.58424 
12.7397 -0.726948 3.68091 5.58623 
12.7448 -0.726948 3.68091 5.58916 
12.7498 -0.726948 3.68091 5.59114 
12.7548 -0.726948 3.68091 5.59408 
12.7597 -0.726948 3.68091 5.59606 
12.7647 -0.726948 3.68091 5.59898 
12.7697 -0.726948 3.68091 5.60096 
12.7747 -0.726948 3.68091 5.60388 
12.7798 -0.726948 3.68091 5.60585 
12.7848 -0.726948 3.68091 5.60877 
12.7898 -0.726948 3.68091 5.61074 
12.7948 -0.726948 3.68091 5.61364 
12.7997 -0.726948 3.68091 5.61559 
12.8048 -0.726948 3.68091 5.6185 
12.8098 -0.726948 3.68091 5.62048 
12.8147 -0.726948 3.68091 5.62336 
12.8197 -0.726948 3.68091 5.62529 
12.8248 -0.726948 3.68091 5.62819 
12.8297 -0.726948 3.68091 5.63014 
12.8348 -0.726948 3.68091 5.63303 
12.8397 -0.726948 3.68091 5.63496 
