0 RMx(value) RMy(value) RFz(value) 
11.6049 0 0 0 
11.6099 0 0 0 
11.6149 0 0 0 
11.6199 0 0 0 
11.6249 0 0 0 
11.6299 0 0 0 
11.6349 0 0 0 
11.6399 0 0 0 
11.6449 0 0 0 
11.6499 0 0 0 
11.6549 0 0 0 
11.6599 0 0 0 
11.6649 0 0 0 
11.6699 0 0 0 
11.6749 0 0 0 
11.6799 0 0 0 
11.6849 0 0 0 
11.6899 0 0 0 
11.6949 0 0 0 
11.6999 0 0 0 
11.7049 0 0 0 
11.7099 0 0 0 
11.7149 0 0 0 
11.7199 0 0 0 
11.7249 0 0 0 
11.7299 0 0 0 
11.7349 0 0 0 
11.7399 0 0 0 
11.7449 0 0 0 
11.7499 0 0 0 
11.7549 0 0 0 
11.7599 0 0 0 
11.7649 0 0 0 
11.7699 0 0 0 
11.7749 0 0 0 
11.7799 0 0 0 
11.7849 0 0 0 
11.7899 0 0 0 
11.7949 0 0 0 
11.7999 0 0 0 
11.8049 0 0 0 
11.8099 0 0 0 
11.8148 0 0 0 
11.8199 0 0 0 
11.8249 0 0 0 
11.8299 0 0 0 
11.8349 0 0 0 
11.8399 0 0 0 
11.8449 0 0 0 
11.8499 0 0 0 
11.8549 0 0 0 
11.8599 0 0 0 
11.8649 0 0 0 
11.8699 0 0 0 
11.8749 0 0 0 
11.8799 0 0 0 
11.8849 0 0 0 
11.8899 0 0 0 
11.8949 0 0 0 
11.8999 0 0 0 
11.9048 0 0 0 
11.9099 0 0 0 
11.9149 0 0 0 
11.9199 0 0 0 
11.9249 0 0 0 
11.9299 0 0 0 
11.9349 0 0 0 
11.9399 0 0 0 
11.9449 0 0 0 
11.9499 0 0 0 
11.9549 0 0 0 
11.9599 0 0 0 
11.9649 0 0 0 
11.9699 0 0 0 
11.9749 0 0 0 
11.9799 0 0 0 
11.9849 0 0 0 
11.9899 0 0 0 
11.9949 0 0 0 
11.9999 0 0 0 
12.0049 0 0 0 
12.0099 0 0 0 
12.0149 0 0 0 
12.0199 0 0 0 
12.0249 0 0 0 
12.0299 0 0 0 
12.0349 0 0 0 
12.0399 0 0 0 
12.0449 0 0 0 
12.0499 0 0 0 
12.0549 0 0 0 
12.0599 0 0 0 
12.0649 0 0 0 
12.0699 0 0 0 
12.0749 0 0 0 
12.0799 0 0 0 
12.0849 0 0 0 
12.0899 0 0 0 
12.0949 0 0 0 
12.0999 0 0 0 
12.1049 0 0 0 
12.1098 0 0 0 
12.1149 0 0 0 
12.1199 0 0 0 
12.1249 0 0 0 
12.1299 0 0 0 
12.1349 0 0 0 
12.1398 0 0 0 
12.1449 0 0 0 
12.1499 0 0 0 
12.1549 0 0 0 
12.1599 0 0 0 
12.1649 0 0 0 
12.1699 0 0 0 
12.1749 0 0 0 
12.1799 0 0 0 
12.1849 0 0 0 
12.1899 0 0 0 
12.1949 0 0 0 
12.1999 0 0 0 
12.2049 0 0 0 
12.2099 0 0 0 
12.2149 0 0 0 
12.2199 0 0 0 
12.2249 0 0 0 
12.2299 0 0 0 
12.2349 0 0 0 
12.2399 0 0 0 
12.2449 0 0 0 
12.2499 0 0 0 
12.2549 0 0 0 
12.2599 0 0 0 
12.2649 0 0 0 
12.2698 0 0 0 
12.2749 0 0 0 
12.2799 0 0 0 
12.2849 0 0 0 
12.2899 0 0 0 
12.2949 0 0 0 
12.2999 0 0 0 
12.3049 0 0 0 
12.3099 0 0 0 
12.3149 0 0 0 
12.3199 0 0 0 
12.3249 0 0 0 
12.3299 0 0 0 
12.3349 0 0 0 
12.3399 0 0 0 
12.3449 0 0 0 
12.3499 0 0 0 
12.3549 0 0 0 
12.3599 0 0 0 
12.3649 0 0 0 
12.3699 0 0 0 
12.3749 0 0 0 
12.3799 0 0 0 
12.3849 0 0 0 
12.3899 0 0 0 
12.3949 0 0 0 
12.3999 0 0 0 
12.4049 0 0 0 
12.4099 0 0 0 
12.4149 0 0 0 
12.4198 0 0 0 
12.4249 0 0 0 
12.4299 0 0 0 
12.4349 0 0 0 
12.4399 0 0 0 
12.4449 0 0 0 
12.4498 0 0 0 
12.4549 0 0 0 
12.4599 0 0 0 
12.4649 0 0 0 
12.4699 0 0 0 
12.4749 0 0 0 
12.4799 0 0 0 
12.4849 0 0 0 
12.4899 0 0 0 
12.4949 0 0 0 
12.4999 0 0 0 
12.5049 0 0 0 
12.5099 0 0 0 
12.5149 0 0 0 
12.5199 0 0 0 
12.5249 0 0 0 
12.5299 0 0 0 
12.5349 0 0 0 
12.5399 0 0 0 
12.5449 0 0 0 
12.5499 0 0 0 
12.5549 0 0 0 
12.5599 0 0 0 
12.5649 0 0 0 
12.5699 0 0 0 
12.5749 0 0 0 
12.5799 0 0 0 
12.5849 0 0 0 
12.5899 0 0 0 
12.5949 0 0 0 
12.5999 0 0 0 
12.6049 0 0 0 
12.6099 0 0 0 
12.6149 0 0 0 
12.6199 0 0 0 
12.6249 0 0 0 
12.6299 0 0 0 
12.6349 0 0 0 
12.6399 0 0 0 
12.6449 0 0 0 
12.6499 0 0 0 
12.6549 0 0 0 
12.6599 0 0 0 
12.6649 0 0 0 
12.6699 0 0 0 
12.6749 0 0 0 
12.6799 0 0 0 
12.6849 0 0 0 
12.6899 0 0 0 
12.6949 0 0 0 
12.6999 0 0 0 
12.7049 0 0 0 
12.7099 0 0 0 
12.7149 0 0 0 
12.7199 0 0 0 
12.7248 0 0 0 
12.7299 0 0 0 
12.7349 0 0 0 
12.7399 0 0 0 
12.7449 0 0 0 
12.7499 0 0 0 
12.7549 0 0 0 
12.7599 0 0 0 
12.7649 0 0 0 
12.7699 0 0 0 
12.7749 0 0 0 
12.7799 0 0 0 
12.7849 0 0 0 
12.7899 0 0 0 
12.7949 0 0 0 
12.7999 0 0 0 
12.8049 0 0 0 
12.8099 0 0 0 
12.8149 0 0 0 
12.8199 0 0 0 
12.8249 0 0 0 
12.8299 0 0 0 
12.8349 0 0 0 
12.8399 0 0 0 
12.8448 0 0 0 
12.8499 0 0 0 
12.8549 0 0 0 
12.8599 0 0 0 
12.8649 0 0 0 
12.8699 0 0 0 
12.8749 0 0 0 
12.8799 0 0 0 
12.8849 0 0 0 
12.8899 0 0 0 
12.8949 0 0 0 
12.8999 0 0 0 
12.9049 0 0 0 
12.9099 0 0 0 
12.9149 0 0 0 
12.9199 0 0 0 
12.9249 0 0 0 
12.9299 0 0 0 
12.9349 0 0 0 
12.9399 0 0 0 
12.9449 0 0 0 
12.9499 0 0 0 
12.9549 0 0 0 
12.9599 0 0 0 
12.9649 0 0 0 
12.9699 0 0 0 
12.9749 0 0 0 
12.9799 0 0 0 
12.9849 0 0 0 
12.9899 0 0 0 
12.9949 0 0 0 
12.9999 0 0 0 
13.0049 0 0 0 
13.0099 0 0 0 
13.0149 0 0 0 
13.0198 0 0 0 
13.0248 0 0 0 
13.0298 0 0 0 
13.0349 0 0 0 
13.0399 0 0 0 
13.0449 0 0 0 
13.0499 0 0 0 
13.0549 0 0 0 
13.0599 0 0 0 
13.0649 0 0 0 
13.0698 0 0 0 
13.0749 0 0 0 
13.0799 0 0 0 
13.0849 0 0 0 
13.0899 0 0 0 
13.0949 0 0 0 
13.0999 0 0 0 
13.1049 0 0 0 
13.1099 0 0 0 
13.1149 0 0 0 
13.1199 0 0 0 
13.1249 0 0 0 
13.1299 0 0 0 
13.1349 0 0 0 
13.1399 0 0 0 
13.1449 0 0 0 
13.1499 0 0 0 
13.1549 0 0 0 
13.1599 0 0 0 
13.1649 0 0 0 
13.1699 0 0 0 
13.1749 0 0 0 
13.1799 0 0 0 
13.1849 0 0 0 
13.1899 0 0 0 
13.1948 0 0 0 
13.1999 0 0 0 
13.2049 0 0 0 
13.2099 0 0 0 
13.2149 0 0 0 
13.2199 0 0 0 
13.2248 0 0 0 
13.2299 0 0 0 
13.2349 0 0 0 
13.2399 0 0 0 
13.2449 0 0 0 
13.2499 0 0 0 
13.2549 0 0 0 
13.2599 0 0 0 
13.2649 0 0 0 
13.2699 0 0 0 
13.2749 0 0 0 
13.2799 0 0 0 
13.2849 0 0 0 
13.2899 0 0 0 
13.2949 0 0 0 
13.2999 0 0 0 
13.3049 0 0 0 
13.3099 0 0 0 
13.3149 0 0 0 
13.3199 0 0 0 
13.3248 0 0 0 
13.3299 0 0 0 
13.3349 0 0 0 
13.3399 0 0 0 
13.3449 0 0 0 
13.3499 0 0 0 
13.3549 0 0 0 
13.3599 0 0 0 
13.3649 0 0 0 
13.3699 0 0 0 
13.3749 0 0 0 
13.3799 0 0 0 
13.3849 0 0 0 
13.3899 0 0 0 
13.3949 0 0 0 
13.3999 0 0 0 
13.4049 0 0 0 
13.4099 0 0 0 
13.4149 0 0 0 
13.4199 0 0 0 
13.4249 0 0 0 
13.4299 0 0 0 
13.4349 0 0 0 
13.4398 0 0 0 
13.4449 0 0 0 
13.4499 0 0 0 
13.4549 0 0 0 
13.4599 0 0 0 
13.4649 0 0 0 
13.4699 0 0 0 
13.4749 0 0 0 
13.4799 0 0 0 
13.4849 0 0 0 
13.4899 0 0 0 
13.4949 0 0 0 
13.4999 0 0 0 
13.5049 0 0 0 
13.5099 0 0 0 
13.5148 0 0 0 
13.5199 0 0 0 
13.5249 0 0 0 
13.5299 0 0 0 
13.5349 0 0 0 
13.5399 0 0 0 
13.5449 0 0 0 
13.5499 0 0 0 
13.5549 0 0 0 
13.5599 0 0 0 
13.5649 0 0 0 
13.5699 0 0 0 
13.5749 0 0 0 
13.5799 0 0 0 
13.5849 0 0 0 
13.5899 0 0 0 
13.5949 0 0 0 
13.5999 0 0 0 
13.6049 0 0 0 
13.6099 0 0 0 
13.6149 0 0 0 
13.6199 0 0 0 
13.6249 0 0 0 
13.6299 0 0 0 
13.6349 0 0 0 
13.6399 0 0 0 
13.6449 0 0 0 
13.6499 0 0 0 
13.6549 0 0 0 
13.6599 0 0 0 
13.6649 0 0 0 
13.6699 0 0 0 
13.6749 0 0 0 
13.6799 0 0 0 
13.6849 0 0 0 
13.6899 0 0 0 
13.6949 0 0 0 
13.6999 0 0 0 
13.7049 0 0 0 
13.7099 0 0 0 
13.7149 0 0 0 
13.7199 0 0 0 
13.7249 0 0 0 
13.7298 0 0 0 
13.7348 0 0 0 
13.7398 0 0 0 
13.7448 0 0 0 
13.7499 0 0 0 
13.7549 0 0 0 
13.7599 0 0 0 
13.7649 0 0 0 
13.7699 0 0 0 
13.7749 0 0 0 
13.7799 0 0 0 
13.7849 0 0 0 
13.7898 0 0 0 
13.7949 0 0 0 
13.7999 0 0 0 
13.8049 0 0 0 
13.8099 0 0 0 
13.8149 0 0 0 
13.8199 0 0 0 
13.8249 0 0 0 
13.8299 0 0 0 
13.8349 0 0 0 
13.8399 0 0 0 
13.8449 0 0 0 
13.8499 0 0 0 
13.8549 0 0 0 
13.8599 0 0 0 
13.8649 0 0 0 
13.8699 0 0 0 
13.8749 0 0 0 
13.8799 0 0 0 
13.8848 0 0 0 
13.8899 0 0 0 
13.8949 0 0 0 
13.8999 0 0 0 
13.9049 0 0 0 
13.9099 0 0 0 
13.9149 0 0 0 
13.9199 0 0 0 
13.9249 0 0 0 
13.9299 0 0 0 
13.9349 0 0 0 
13.9399 0 0 0 
13.9449 0 0 0 
13.9498 0 0 0 
13.9548 0 0 0 
13.9599 0 0 0 
13.9649 0 0 0 
13.9698 0 0 0 
13.9749 0 0 0 
13.9799 0 0 0 
13.9849 0 0 0 
13.9899 0 0 0 
13.9949 0 0 0 
13.9999 0 0 0 
14.0049 0 0 0 
14.0099 0 0 0 
14.0149 0 0 0 
14.0199 0 0 0 
14.0249 0 0 0 
14.0298 0 0 0 
14.0349 0 0 0 
14.0398 0 0 0 
14.0449 0 0 0 
14.0499 0 0 0 
14.0549 0 0 0 
14.0599 0 0 0 
14.0649 0 0 0 
14.0698 0 0 0 
14.0749 0 0 0 
14.0799 0 0 0 
14.0849 0 0 0 
14.0899 0 0 0 
14.0949 0 0 0 
14.0999 0 0 0 
14.1049 0 0 0 
14.1099 0 0 0 
14.1148 0 0 0 
14.1198 0 0 0 
14.1248 0 0 0 
14.1299 0 0 0 
14.1349 0 0 0 
14.1399 0 0 0 
14.1449 0 0 0 
14.1499 0 0 0 
14.1549 0 0 0 
14.1599 0 0 0 
14.1648 0 0 0 
14.1699 0 0 0 
14.1749 0 0 0 
14.1799 0 0 0 
14.1849 0 0 0 
14.1898 0 0 0 
14.1949 0 0 0 
14.1999 0 0 0 
14.2049 0 0 0 
14.2099 0 0 0 
14.2149 0 0 0 
14.2199 0 0 0 
14.2249 0 0 0 
14.2299 0 0 0 
14.2349 0 0 0 
14.2399 0 0 0 
14.2449 0 0 0 
14.2499 0 0 0 
14.2549 0 0 0 
14.2598 0 0 0 
14.2649 0 0 0 
14.2699 0 0 0 
14.2749 0 0 0 
14.2799 0 0 0 
14.2849 0 0 0 
14.2899 0 0 0 
14.2949 0 0 0 
14.2999 0 0 0 
14.3049 0 0 0 
14.3099 0 0 0 
14.3149 0 0 0 
14.3199 0 0 0 
14.3249 0 0 0 
14.3299 0 0 0 
14.3349 0 0 0 
14.3399 0 0 0 
14.3449 0 0 0 
14.3499 0 0 0 
14.3549 0 0 0 
14.3599 0 0 0 
14.3649 0 0 0 
14.3699 0 0 0 
14.3749 0 0 0 
14.3799 0 0 0 
14.3849 0 0 0 
14.3899 0 0 0 
14.3949 0 0 0 
14.3999 0 0 0 
14.4049 0 0 0 
14.4099 0 0 0 
14.4149 0 0 0 
14.4199 0 0 0 
14.4249 0 0 0 
14.4299 0 0 0 
14.4349 0 0 0 
14.4399 0 0 0 
14.4449 0 0 0 
14.4499 0 0 0 
14.4549 0 0 0 
14.4599 0 0 0 
14.4649 0 0 0 
14.4699 0 0 0 
14.4749 0 0 0 
14.4799 0 0 0 
14.4849 0 0 0 
14.4899 0 0 0 
14.4949 0 0 0 
14.4999 0 0 0 
14.5049 0 0 0 
14.5099 0 0 0 
14.5149 0 0 0 
14.5199 0 0 0 
14.5248 0 0 0 
14.5299 0 0 0 
14.5349 0 0 0 
14.5399 0 0 0 
14.5449 0 0 0 
14.5499 0 0 0 
14.5549 0 0 0 
14.5599 0 0 0 
14.5649 0 0 0 
14.5699 0 0 0 
14.5749 0 0 0 
14.5799 0 0 0 
14.5849 0 0 0 
14.5899 0 0 0 
14.5949 0 0 0 
14.5999 0 0 0 
14.6049 0 0 0 
14.6099 0 0 0 
14.6149 0 0 0 
14.6199 0 0 0 
14.6249 0 0 0 
14.6299 0 0 0 
14.6349 0 0 0 
14.6399 0 0 0 
14.6449 0 0 0 
14.6499 0 0 0 
14.6548 0 0 0 
14.6599 0 0 0 
14.6648 0 0 0 
14.6699 0 0 0 
14.6749 0 0 0 
14.6798 0 0 0 
14.6848 0 0 0 
14.6898 0 0 0 
14.6949 0 0 0 
14.6999 0 0 0 
14.7049 0 0 0 
14.7099 0 0 0 
14.7149 0 0 0 
14.7199 0 0 0 
14.7249 0 0 0 
14.7299 0 0 0 
14.7349 0 0 0 
14.7399 0 0 0 
14.7449 0 0 0 
14.7499 0 0 0 
14.7549 0 0 0 
14.7599 0 0 0 
14.7649 0 0 0 
14.7699 0 0 0 
14.7749 0 0 0 
14.7799 0 0 0 
14.7849 0 0 0 
14.7899 0 0 0 
14.7949 0 0 0 
14.7999 0 0 0 
14.8049 0 0 0 
14.8099 0 0 0 
14.8149 0 0 0 
14.8199 0 0 0 
14.8249 0 0 0 
14.8299 0 0 0 
14.8349 0 0 0 
14.8399 0 0 0 
14.8449 0 0 0 
14.8499 0 0 0 
14.8549 0 0 0 
14.8599 0 0 0 
14.8649 0 0 0 
14.8699 0 0 0 
14.8749 0 0 0 
14.8799 0 0 0 
14.8849 0 0 0 
14.8899 0 0 0 
14.8949 0 0 0 
14.8999 0 0 0 
14.9049 0 0 0 
14.9099 0 0 0 
14.9149 0 0 0 
14.9199 0 0 0 
14.9249 0 0 0 
14.9299 0 0 0 
14.9349 0 0 0 
14.9399 0 0 0 
14.9449 0 0 0 
14.9499 0 0 0 
14.9549 0 0 0 
14.9599 0 0 0 
14.9649 0 0 0 
14.9699 0 0 0 
14.9749 0 0 0 
14.9799 0 0 0 
14.9849 0 0 0 
14.9899 0 0 0 
14.9949 0 0 0 
14.9999 0 0 0 
15.0049 0 0 0 
15.0099 0 0 0 
15.0149 0 0 0 
15.0199 0 0 0 
15.0249 0 0 0 
15.0299 0 0 0 
15.0349 0 0 0 
15.0399 0 0 0 
15.0449 0 0 0 
15.0499 0 0 0 
15.0548 0 0 0 
15.0599 0 0 0 
15.0649 0 0 0 
15.0699 0 0 0 
15.0749 0 0 0 
15.0799 0 0 0 
15.0849 0 0 0 
15.0899 0 0 0 
15.0949 0 0 0 
15.0999 0 0 0 
15.1049 0 0 0 
15.1099 0 0 0 
15.1149 0 0 0 
15.1199 0 0 0 
15.1249 0 0 0 
15.1298 0 0 0 
15.1348 0 0 0 
15.1398 0 0 0 
15.1449 0 0 0 
15.1498 0 0 0 
15.1549 0 0 0 
15.1599 0 0 0 
15.1648 0 0 0 
15.1699 0 0 0 
15.1749 0 0 0 
15.1799 0 0 0 
15.1849 0 0 0 
15.1899 0 0 0 
15.1949 0 0 0 
15.1999 0 0 0 
15.2049 0 0 0 
15.2099 0 0 0 
15.2149 0 0 0 
15.2199 0 0 0 
15.2249 0 0 0 
15.2299 0 0 0 
15.2349 0 0 0 
15.2399 0 0 0 
15.2449 0 0 0 
15.2499 0 0 0 
15.2549 0 0 0 
15.2599 0 0 0 
15.2649 0 0 0 
15.2699 0 0 0 
15.2749 0 0 0 
15.2799 0 0 0 
15.2849 0 0 0 
15.2899 0 0 0 
15.2949 0 0 0 
15.2999 0 0 0 
15.3049 0 0 0 
15.3099 0 0 0 
15.3149 0 0 0 
15.3199 0 0 0 
15.3248 0 0 0 
15.3299 0 0 0 
15.3349 0 0 0 
15.3399 0 0 0 
15.3449 0 0 0 
15.3499 0 0 0 
15.3549 0 0 0 
15.3599 0 0 0 
15.3649 0 0 0 
15.3699 0 0 0 
15.3749 0 0 0 
15.3799 0 0 0 
15.3849 0 0 0 
15.3899 0 0 0 
15.3949 0 0 0 
15.3999 0 0 0 
15.4049 0 0 0 
15.4099 0 0 0 
15.4149 0 0 0 
15.4199 0 0 0 
15.4249 0 0 0 
15.4299 0 0 0 
15.4349 0 0 0 
15.4399 0 0 0 
15.4449 0 0 0 
15.4499 0 0 0 
15.4549 0 0 0 
15.4599 0 0 0 
15.4649 0 0 0 
15.4699 0 0 0 
15.4749 0 0 0 
15.4799 0 0 0 
15.4849 0 0 0 
15.4899 0 0 0 
15.4949 0 0 0 
15.4999 0 0 0 
15.5049 0 0 0 
15.5099 0 0 0 
15.5149 0 0 0 
15.5199 0 0 0 
15.5249 0 0 0 
15.5299 0 0 0 
15.5349 0 0 0 
15.5399 0 0 0 
15.5449 0 0 0 
15.5499 0 0 0 
15.5549 0 0 0 
15.5599 0 0 0 
15.5649 0 0 0 
15.5699 0 0 0 
15.5749 0 0 0 
15.5799 0 0 0 
15.5849 0 0 0 
15.5899 0 0 0 
15.5949 0 0 0 
15.5999 0 0 0 
15.6049 0 0 0 
15.6099 0 0 0 
15.6149 0 0 0 
15.6199 0 0 0 
15.6249 0 0 0 
15.6299 0 0 0 
15.6349 0 0 0 
15.6399 0 0 0 
15.6449 0 0 0 
15.6499 0 0 0 
15.6549 0 0 0 
15.6599 0 0 0 
15.6649 0 0 0 
15.6699 0 0 0 
15.6749 0 0 0 
15.6799 0 0 0 
15.6849 0 0 0 
15.6899 0 0 0 
15.6949 0 0 0 
15.6999 0 0 0 
15.7049 0 0 0 
15.7099 0 0 0 
15.7148 0 0 0 
15.7199 0 0 0 
15.7249 0 0 0 
15.7299 0 0 0 
15.7349 0 0 0 
15.7399 0 0 0 
15.7449 0 0 0 
15.7499 0 0 0 
15.7549 0 0 0 
15.7599 0 0 0 
15.7649 0 0 0 
15.7699 0 0 0 
15.7749 0 0 0 
15.7799 0 0 0 
15.7849 0 0 0 
15.7899 0 0 0 
15.7949 0 0 0 
15.7999 0 0 0 
15.8049 0 0 0 
15.8099 0 0 0 
15.8149 0 0 0 
15.8199 0 0 0 
15.8248 0 0 0 
15.8299 0 0 0 
15.8349 0 0 0 
15.8399 0 0 0 
15.8449 0 0 0 
15.8499 0 0 0 
15.8549 0 0 0 
15.8599 0 0 0 
15.8649 0 0 0 
15.8699 0 0 0 
15.8749 0 0 0 
15.8799 0 0 0 
15.8849 0 0 0 
15.8899 0 0 0 
15.8949 0 0 0 
15.8999 0 0 0 
15.9049 0 0 0 
15.9099 0 0 0 
15.9148 0 0 0 
15.9199 0 0 0 
15.9249 0 0 0 
15.9299 0 0 0 
15.9349 0 0 0 
15.9399 0 0 0 
15.9449 0 0 0 
15.9499 0 0 0 
15.9549 0 0 0 
15.9599 0 0 0 
15.9649 0 0 0 
15.9699 0 0 0 
15.9749 0 0 0 
15.9799 0 0 0 
15.9849 0 0 0 
15.9899 0 0 0 
15.9949 0 0 0 
15.9999 0 0 0 
16.0049 0 0 0 
16.0099 0 0 0 
16.0149 0 0 0 
16.0198 0 0 0 
16.0249 0 0 0 
16.0299 0 0 0 
16.0349 0 0 0 
16.0399 0 0 0 
16.0449 0 0 0 
16.0499 0 0 0 
16.0549 0 0 0 
16.0599 0 0 0 
16.0649 0 0 0 
16.0699 0 0 0 
16.0749 0 0 0 
16.0799 0 0 0 
16.0849 0 0 0 
16.0899 0 0 0 
16.0949 0 0 0 
16.0999 0 0 0 
16.1049 0 0 0 
16.1099 0 0 0 
16.1149 0 0 0 
16.1199 0 0 0 
16.1249 0 0 0 
16.1299 0 0 0 
16.1349 0 0 0 
16.1399 0 0 0 
16.1449 0 0 0 
16.1499 0 0 0 
16.1549 0 0 0 
16.1599 0 0 0 
16.1649 0 0 0 
16.1699 0 0 0 
16.1749 0 0 0 
16.1799 0 0 0 
16.1849 0 0 0 
16.1898 0 0 0 
16.1948 0 0 0 
16.1999 0 0 0 
16.2049 0 0 0 
16.2099 0 0 0 
16.2149 0 0 0 
16.2199 0 0 0 
16.2249 0 0 0 
16.2299 0 0 0 
16.2349 0 0 0 
16.2399 0 0 0 
16.2449 0 0 0 
16.2499 0 0 0 
16.2549 0 0 0 
16.2598 0 0 0 
16.2649 0 0 0 
16.2699 0 0 0 
16.2749 0 0 0 
16.2799 0 0 0 
16.2849 0 0 0 
16.2899 0 0 0 
16.2949 0 0 0 
16.2999 0 0 0 
16.3049 0 0 0 
16.3099 0 0 0 
16.3149 0 0 0 
16.3199 0 0 0 
16.3249 0 0 0 
16.3299 0 0 0 
16.3349 0 0 0 
16.3399 0 0 0 
16.3449 0 0 0 
16.3499 0 0 0 
16.3549 0 0 0 
16.3599 0 0 0 
16.3649 0 0 0 
16.3699 0 0 0 
16.3749 0 0 0 
16.3799 0 0 0 
16.3849 0 0 0 
16.3899 0 0 0 
16.3949 0 0 0 
16.3999 0 0 0 
16.4049 0 0 0 
16.4099 0 0 0 
16.4149 0 0 0 
16.4199 0 0 0 
16.4248 0 0 0 
16.4298 0 0 0 
16.4349 0 0 0 
16.4399 0 0 0 
16.4449 0 0 0 
16.4499 0 0 0 
16.4549 0 0 0 
16.4599 0 0 0 
16.4649 0 0 0 
16.4699 0 0 0 
16.4749 0 0 0 
16.4799 0 0 0 
16.4849 0 0 0 
16.4899 0 0 0 
16.4949 0 0 0 
16.4999 0 0 0 
16.5049 0 0 0 
16.5099 0 0 0 
16.5149 0 0 0 
16.5199 0 0 0 
16.5249 0 0 0 
16.5299 0 0 0 
16.5349 0 0 0 
16.5399 0 0 0 
16.5449 0 0 0 
16.5499 0 0 0 
16.5549 0 0 0 
16.5599 0 0 0 
16.5649 0 0 0 
16.5699 0 0 0 
16.5749 0 0 0 
16.5799 0 0 0 
16.5849 0 0 0 
16.5899 0 0 0 
16.5949 0 0 0 
16.5999 0 0 0 
16.6049 0 0 0 
16.6099 0 0 0 
16.6149 0 0 0 
16.6199 0 0 0 
16.6249 0 0 0 
16.6299 0 0 0 
16.6349 0 0 0 
16.6399 0 0 0 
16.6449 0 0 0 
16.6498 0 0 0 
16.6549 0 0 0 
16.6599 0 0 0 
16.6649 0 0 0 
16.6699 0 0 0 
16.6749 0 0 0 
16.6799 0 0 0 
16.6849 0 0 0 
16.6899 0 0 0 
16.6948 0 0 0 
16.6999 0 0 0 
16.7049 0 0 0 
16.7099 0 0 0 
16.7149 0 0 0 
16.7199 0 0 0 
16.7249 0 0 0 
16.7299 0 0 0 
16.7349 0 0 0 
16.7399 0 0 0 
16.7449 0 0 0 
16.7499 0 0 0 
16.7548 0 0 0 
16.7598 0 0 0 
16.7648 0 0 0 
16.7698 0 0 0 
16.7748 0 0 0 
16.7798 0 0 0 
16.7848 0 0 0 
16.7899 0 0 0 
16.7949 0 0 0 
16.7999 0 0 0 
16.8048 0 0 0 
16.8099 0 0 0 
16.8149 0 0 0 
16.8198 0 0 0 
16.8248 0 0 0 
16.8299 0 0 0 
16.8349 0 0 0 
16.8399 0 0 0 
16.8449 0 0 0 
16.8499 0 0 0 
16.8549 0 0 0 
16.8599 0 0 0 
16.8649 0 0 0 
16.8698 0 0 0 
16.8749 0 0 0 
16.8799 0 0 0 
16.8849 0 0 0 
16.8899 0 0 0 
16.8949 0 0 0 
16.8999 0 0 0 
16.9049 0 0 0 
16.9099 0 0 0 
16.9149 0 0 0 
16.9198 0 0 0 
16.9249 0 0 0 
16.9298 0 0 0 
16.9349 0 0 0 
16.9399 0 0 0 
16.9449 0 0 0 
16.9499 0 0 0 
16.9549 0 0 0 
16.9598 0 0 0 
16.9649 0 0 0 
16.9699 0 0 0 
16.9749 0 0 0 
16.9799 0 0 0 
16.9848 0 0 0 
16.9899 0 0 0 
16.9948 0 0 0 
16.9998 0 0 0 
17.0048 0 0 0 
17.0099 0 0 0 
17.0149 0 0 0 
17.0199 0 0 0 
17.0248 0 0 0 
17.0299 0 0 0 
17.0349 0 0 0 
17.0399 0 0 0 
17.0449 0 0 0 
17.0499 0 0 0 
17.0549 0 0 0 
17.0599 0 0 0 
17.0649 0 0 0 
17.0699 0 0 0 
17.0749 0 0 0 
17.0799 0 0 0 
17.0849 0 0 0 
17.0899 0 0 0 
17.0949 0 0 0 
17.0999 0 0 0 
17.1049 0 0 0 
17.1099 0 0 0 
17.1149 0 0 0 
17.1199 0 0 0 
17.1249 0 0 0 
17.1299 0 0 0 
17.1349 0 0 0 
17.1399 0 0 0 
17.1449 0 0 0 
17.1499 0 0 0 
17.1548 0 0 0 
17.1599 0 0 0 
17.1649 0 0 0 
17.1699 0 0 0 
17.1749 0 0 0 
17.1799 0 0 0 
17.1849 0 0 0 
17.1899 0 0 0 
17.1949 0 0 0 
17.1999 0 0 0 
17.2049 0 0 0 
17.2099 0 0 0 
17.2149 0 0 0 
17.2199 0 0 0 
17.2249 0 0 0 
17.2299 0 0 0 
17.2349 0 0 0 
17.2399 0 0 0 
17.2449 0 0 0 
17.2499 0 0 0 
17.2549 0 0 0 
17.2599 0 0 0 
17.2649 0 0 0 
17.2699 0 0 0 
17.2749 0 0 0 
17.2799 0 0 0 
17.2849 0 0 0 
17.2899 0 0 0 
17.2949 0 0 0 
17.2999 0 0 0 
17.3049 0 0 0 
17.3099 0 0 0 
17.3149 0 0 0 
17.3199 0 0 0 
17.3248 0 0 0 
17.3299 0 0 0 
17.3349 0 0 0 
17.3399 0 0 0 
17.3449 0 0 0 
17.3499 0 0 0 
17.3549 0 0 0 
17.3599 0 0 0 
17.3649 0 0 0 
17.3699 0 0 0 
17.3749 0 0 0 
17.3799 0 0 0 
17.3849 0 0 0 
17.3899 0 0 0 
17.3949 0 0 0 
17.3999 0 0 0 
17.4049 0 0 0 
17.4099 0 0 0 
17.4149 0 0 0 
17.4199 0 0 0 
