-17.01226642	16.02518111	-3.338473861	-44.54104121
-16.11780403	15.55226435	-3.234751937	-44.74172321
-15.22936579	15.08472342	-3.132686855	-44.90956714
-14.34803718	14.62280138	-3.032298115	-45.04371582
-13.47491316	14.16671817	-2.933600955	-45.14335711
-12.61109599	13.71667152	-2.836606687	-45.20772445
-11.75768263	13.27283271	-2.741321891	-45.23609738
-10.91580254	12.8353686	-2.647753232	-45.22780083
-10.08655377	12.40441091	-2.555900935	-45.18220723
-9.271040785	11.98007845	-2.465763613	-45.09873456
-8.470361059	11.56247279	-2.377337373	-44.97684657
-7.685601951	11.15167928	-2.290616055	-44.81605217
-6.917837524	10.74776799	-2.205591452	-44.61590447
-6.168125446	10.35079473	-2.122253518	-44.37599973
-5.437503978	9.960801947	-2.040590564	-44.0959758
-4.726989126	9.577819667	-1.960589435	-43.77551041
-4.037571988	9.201866394	-1.882235683	-43.41431904
-3.370216352	8.83294996	-1.805513718	-43.0121525
-2.725856588	8.471068364	-1.73040696	-42.56879414
-2.105395872	8.116210572	-1.656897966	-42.08405675
-1.509704784	7.76835728	-1.584968562	-41.55777903
-0.939620312	7.427481645	-1.514599953	-40.98982174
-0.395945303	7.093549983	-1.445772828	-40.3800634
0.120551619	6.76652243	-1.378467464	-39.72839561
0.609135639	6.446353571	-1.31266381	-39.03471795
1.069115421	6.13298564	-1.248340054	-38.29891424
1.499798429	5.826378801	-1.185478802	-37.52091764
1.900554659	5.526466855	-1.124057941	-36.7005986
2.270769373	5.233187777	-1.064056876	-35.83782665
2.609851047	4.946476631	-1.005455033	-34.93244514
2.917500655	4.666266003	-0.948231915	-33.98484406
3.19236935	4.392486412	-0.89236715	-32.99310287
3.434679007	4.125066686	-0.837840532	-31.95856938
3.643920002	3.86393432	-0.784632062	-30.88095914
3.818603176	3.609015804	-0.732721989	-29.75783602
3.959144792	3.360236929	-0.682090833	-28.59074103
4.064608963	3.117523075	-0.632719424	-27.37827548
4.134362803	2.880799472	-0.584588923	-26.11961952
4.16771997	2.649991445	-0.53768085	-24.81377827
4.163922621	2.425024641	-0.491977103	-23.45954696
4.122119519	2.205825241	-0.447459979	-22.05546824
4.041339113	1.992320149	-0.404112192	-20.59977919
3.920455981	1.784437174	-0.361916889	-19.09034446
3.758148366	1.582105197	-0.320857665	-17.52457091
3.55284351	1.385254321	-0.280918573	-15.89929676
3.302646002	1.193816012	-0.242084142	-14.21064531
3.005241919	1.007723234	-0.204339381	-12.45382793
2.657767611	0.826910566	-0.167669797	-10.6228733
2.256625392	0.651314317	-0.132061394	-8.710245481
1.797216729	0.480872628	-0.09750069	-6.706289572
1.273528935	0.315521691	-0.063973934	-4.59834732
0.677561364	0.155211487	-0.031470287	-2.369656875
-0.001776515	-0.00011792	2.24E-05	0.00309221
-0.001776515	-0.00011792	2.24E-05	0.00309221
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
